	Locustag	Gene	Description	FeatureType	pcnB	WT	cluster
2173	DN756_04005		hypothetical protein	CDS	0.42794964319435663	0.6039275042858823	2
2174	DN756_17285	barA	two-component sensor histidine kinase BarA	CDS	0.5197193428983611	0.5175672714552252	2
2175	DN756_04030		hypothetical protein	CDS	0.5022601949487456	0.47142870860814823	2
2176	DN756_17270		GTP diphosphokinase	CDS	0.5557832911559103	0.4992726411813636	2
2177	DN756_15920		ferrochelatase	CDS	0.45887245489093037	0.5502832307988894	2
2178	DN756_04100		LuxR family transcriptional regulator	CDS	0.551149562758501	0.4919838676658494	2
2179	DN756_04110		CPBP family intramembrane metalloprotease	CDS	0.4240323969171043	0.49727443587591236	2
2180	DN756_16945		transketolase	CDS	0.5105596735234685	0.48891412343893453	2
2181	DN756_04285		non-canonical purine NTP pyrophosphatase	CDS	0.5263767126575069	0.496177503059291	2
2182	DN756_04290		YggU family protein	CDS	0.48967417984880734	0.4941019410522037	2
2183	DN756_04300		pyrroline-5-carboxylate reductase	CDS	0.4785230687634371	0.49142385577568737	2
2184	DN756_16925		hypothetical protein	CDS	0.5434356632831723	0.42524121383218355	2
2185	DN756_15950		adenine phosphoribosyltransferase	CDS	0.4339357408435804	0.48893458493115005	2
2186	DN756_15955		DUF454 family protein	CDS	0.45530050624323326	0.46731282924940015	2
2187	DN756_16920		sugar-binding transcriptional regulator	CDS	0.5004988106511132	0.5436496872188818	2
2188	DN756_16915		MFS transporter	CDS	0.4646293765091503	0.47498418771348044	2
2189	DN756_16910		nicotinamide-nucleotide amidase	CDS	0.5245102012661202	0.5152703895753533	2
2190	DN756_16905		DNA recombination/repair protein RecA	CDS	0.5276283119738907	0.5206934535458068	2
2191	DN756_04305		YggS family pyridoxal phosphate-dependent enzyme	CDS	0.43554841373939135	0.47924172660864933	2
2192	DN756_04315	aguA	agmatine deiminase	CDS	0.5057183230944033	0.4548813414324672	2
2193	DN756_16890	csrA	carbon storage regulator	CDS	0.5052515737101876	0.4745435997143514	2
2194	DN756_16860		fructose-1-phosphate/6-phosphogluconate phosphatase	CDS	0.4425240172924399	0.4759104391107141	2
2195	DN756_16855		DedA family protein	CDS	0.529207333390222	0.49031370171077954	2
2196	DN756_16850	gshA	glutamate--cysteine ligase	CDS	0.5042491954829753	0.5118660059896697	2
2197	DN756_04320	aguB	N-carbamoylputrescine amidase	CDS	0.4769631858753732	0.4823028325136194	2
2198	DN756_05025		type II secretion system protein F	CDS	0.3949323383441415	0.47196196825696507	2
2199	DN756_16840		DUF21 domain-containing protein	CDS	0.4697333564759097	0.4755736855117508	2
2200	DN756_16835		inner membrane protein YpjD	CDS	0.45355626750782324	0.4899587058570711	2
2201	DN756_16830		signal recognition particle protein	CDS	0.4592192076673224	0.49638480157588416	2
2202	DN756_04325	ruvX	Holliday junction resolvase RuvX	CDS	0.48976215245900423	0.49788653162607105	2
2203	DN756_04330		YqgE/AlgH family protein	CDS	0.44464189382760744	0.4750663101727694	2
2204	DN756_04340		16S rRNA (uracil(1498)-N(3))-methyltransferase	CDS	0.48569123341590026	0.5479930970936226	2
2205	DN756_04345		hypothetical protein	CDS	0.5116631065853339	0.5036109047018975	2
2206	DN756_04350		deoxyribonuclease I	CDS	0.4247447599619247	0.48458477487998747	2
2207	DN756_04355		SprT family protein	CDS	0.4405127286314396	0.4307067729746945	2
2208	DN756_15965		DUF2496 domain-containing protein	CDS	0.48535655966203683	0.5357972518046258	2
2209	DN756_04280	hemW	radical SAM family heme chaperone HemW	CDS	0.53042210065939	0.49251098741937527	2
2210	DN756_16955		sugar ABC transporter ATP-binding protein	CDS	0.44436959836458617	0.5342713926480543	2
2211	DN756_16960		DUF2291 family protein	CDS	0.4374089169043957	0.5682105358808954	2
2212	DN756_16965		D-ribose ABC transporter substrate-binding protein	CDS	0.4162117161658644	0.5629682325924376	2
2213	DN756_17105		sugar-binding transcriptional regulator	CDS	0.4936739733202696	0.5326255220522418	2
2214	DN756_04115		lipoprotein	CDS	0.4810340259251828	0.43583130990262514	2
2215	DN756_15925		adenylate kinase	CDS	0.4338593800501564	0.513942574110371	2
2216	DN756_15930	htpG	molecular chaperone HtpG	CDS	0.4656785055885814	0.5054417559223412	2
2217	DN756_05080		HAMP domain-containing protein	CDS	0.48390329023473627	0.5527027204238107	2
2218	DN756_04160		hypothetical protein	CDS	0.4499837877673225	0.4518278959167231	2
2219	DN756_17090		faeA-like family protein	CDS	0.38025186373322084	0.5507812468689326	2
2220	DN756_17085		hypothetical protein	CDS	0.35841946633385513	0.6443384394289922	2
2221	DN756_17080		amino acid ABC transporter substrate-binding protein	CDS	0.5461961877482302	0.4759316720564128	2
2222	DN756_04165	tssH	type VI secretion system ATPase TssH	CDS	0.5711415250662829	0.4396003614375393	2
2223	DN756_04170	vgrG	type VI secretion system tip protein VgrG	CDS	0.47239764990068295	0.4547344459318618	2
2224	DN756_17060		ShET2/EspL2 family type III secretion system effector toxin	CDS	0.4951421705369506	0.4659292945922964	2
2225	DN756_04175		M23 family peptidase	CDS	0.4302192687605782	0.410770372485666	2
2226	DN756_17050		hypothetical protein	CDS	0.5115771362656379	0.5179906224459601	2
2227	DN756_17415		ABC transporter permease	CDS	0.4614108196953138	0.5271656383996206	2
2228	DN756_04180		hypothetical protein	CDS	0.34632405506794134	0.46621571240475623	2
2229	DN756_05030	gspG	type II secretion system protein GspG	CDS	0.4640949240508314	0.4151579232256594	2
2230	DN756_04210	speF	ornithine decarboxylase SpeF	CDS	0.5321485122026915	0.4943236488345314	2
2231	DN756_04230		TonB-dependent siderophore receptor	CDS	0.4896932714399119	0.47085634978240887	2
2232	DN756_15945		DNA polymerase III subunit gamma/tau	CDS	0.5174759031818023	0.5294606112150906	2
2233	DN756_04240		lytic murein transglycosylase	CDS	0.47694197334814364	0.5431614791592446	2
2234	DN756_04245		Fe(2+)-trafficking protein	CDS	0.46504317786272037	0.5139328028017583	2
2235	DN756_04250		adenine DNA glycosylase	CDS	0.48142983408096224	0.5121540517014179	2
2236	DN756_04255	trmB	tRNA (guanosine(46)-N7)-methyltransferase TrmB	CDS	0.5177491962307857	0.5389245214804422	2
2237	DN756_04260		DUF469 domain-containing protein	CDS	0.5078762679591705	0.5385868109689264	2
2238	DN756_04265		glutaminase	CDS	0.45559804536567255	0.5125455314138074	2
2239	DN756_04270		DUF2884 family protein	CDS	0.43007543760907235	0.4753576053529345	2
2240	DN756_04275		RTX toxin	CDS	0.6214722914054462	0.42117608833226755	2
2241	DN756_16975		soluble cytochrome b562 1	CDS	0.5136261535905704	0.3699314729138991	2
2242	DN756_16970		catalase-peroxidase	CDS	0.39822953783516934	0.5367942539306496	2
2243	DN756_04185		IS1 family transposase	CDS	0.4648744713785785	0.3998306118220751	2
2244	DN756_08720		GAF domain-containing protein	CDS	0.42590895863740075	0.4785407083376361	2
2245	DN756_18825	greA	transcription elongation factor GreA	CDS	0.514486274506146	0.5300869193215108	2
2246	DN756_03130		RidA family protein	CDS	0.6068121534529152	0.29745498388559977	2
2247	DN756_20855		ferredoxin--NADP(+) reductase	CDS	0.542119849686384	0.5044308151723397	2
2248	DN756_20860		DUF805 domain-containing protein	CDS	0.5354751943357977	0.4809547316621622	2
2249	DN756_20865		DUF1454 family protein	CDS	0.45515153613858517	0.5324137969647343	2
2250	DN756_01305		taurine import ATP-binding protein TauB	CDS	0.5252228081703908	0.3914806091490472	2
2251	DN756_20885	ligK	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	CDS	0.4611386861765806	0.5818369468051394	2
2252	DN756_01290		hydrolase	CDS	0.42010212340732106	0.4572221029493464	2
2253	DN756_20850	glpX	class II fructose-bisphosphatase	CDS	0.5410009162899245	0.48269943424834566	2
2254	DN756_20895		molybdenum ABC transporter substrate-binding protein	CDS	0.4429480192450953	0.5156658359887977	2
2255	DN756_01285		YheU family protein	CDS	0.3843403000078145	0.5269399988776671	2
2256	DN756_20910		cation-efflux pump FieF	CDS	0.46829738351994477	0.5026781304677732	2
2257	DN756_20915		hypothetical protein	CDS	0.5360413745095961	0.39864005068427544	2
2258	DN756_01280		phosphoribulokinase	CDS	0.41018644862832865	0.5227475685999445	2
2259	DN756_01275		DUF1240 domain-containing protein	CDS	0.47692033225976904	0.4247733797463391	2
2260	DN756_20930		periplasmic heavy metal sensor	CDS	0.45639214840467335	0.4062234725905205	2
2261	DN756_20900		sulfate ABC transporter substrate-binding protein	CDS	0.5549959269171924	0.48617376746877305	2
2262	DN756_20935	cpxR	DNA-binding transcriptional regulator CpxR	CDS	0.5335525789358293	0.4969363829709915	2
2263	DN756_01310	tauC	taurine ABC transporter permease TauC	CDS	0.4842398628157396	0.455276556108422	2
2264	DN756_01320		lipopolysaccharide heptosyltransferase family protein	CDS	0.532281414033077	0.47615915496347655	2
2265	DN756_01335	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG	CDS	0.4544121842871022	0.531385822744268	2
2266	DN756_20765	cytR	DNA-binding transcriptional regulator CytR	CDS	0.48468421652867766	0.4843094865827109	2
2267	DN756_20770	ftsN	cell division protein FtsN	CDS	0.4312036685525142	0.46586254770861063	2
2268	DN756_20775		HslU--HslV peptidase proteolytic subunit	CDS	0.5067070226181033	0.5334848915298591	2
2269	DN756_20780	hslU	HslU--HslV peptidase ATPase subunit	CDS	0.5448757267444593	0.5049816215039797	2
2270	DN756_20785		1,4-dihydroxy-2-naphthoate polyprenyltransferase	CDS	0.42115846436961	0.4591924326333988	2
2271	DN756_01315		taurine dioxygenase	CDS	0.4560991801115176	0.5044051684813036	2
2272	DN756_20790	rraA	ribonuclease E activity regulator RraA	CDS	0.5762712632516437	0.4363234554640621	2
2273	DN756_20805		hypothetical protein	CDS	0.4261732060325558	0.5677165453818235	2
2274	DN756_20810		HlyD family secretion protein	CDS	0.5291602805963344	0.45803298325134373	2
2275	DN756_20815		peptidase domain-containing ABC transporter	CDS	0.5248846423029636	0.4457634877557783	2
2276	DN756_01325		glycosyltransferase	CDS	0.48690683863344136	0.46064598299952625	2
2277	DN756_20825		cell division protein ZapB	CDS	0.47557635116370744	0.4773525971178628	2
2278	DN756_20830		hypothetical protein	CDS	0.4621798599560264	0.4900394165524774	2
2279	DN756_01330		ABC transporter ATP-binding protein	CDS	0.5248161112917049	0.5291350344335767	2
2280	DN756_01340	kefB	glutathione-regulated potassium-efflux system protein KefB	CDS	0.47439745835001684	0.5430585011021868	2
2281	DN756_20940	cpxA	two-component system sensor histidine kinase CpxA	CDS	0.5393160893583406	0.4473078777715258	2
2282	DN756_01265		Hcp family type VI secretion system effector	CDS	0.4939559066781822	0.5453827086289068	2
2283	DN756_01205		cytosine deaminase	CDS	0.4700626883767221	0.5252844595022073	2
2284	DN756_01195	nirD	nitrite reductase small subunit NirD	CDS	0.5351662204845898	0.48918923779241946	2
2285	DN756_01190	nirC	nitrite transporter NirC	CDS	0.5087144253186543	0.480782459667202	2
2286	DN756_01185		siroheme synthase	CDS	0.5144566226142493	0.4858477522923461	2
2287	DN756_01140	hofQ	DNA uptake porin HofQ	CDS	0.510317201036918	0.4924256679922061	2
2288	DN756_01125		hypothetical protein	CDS	0.31031328306857975	0.617517173497129	2
2289	DN756_01215		TonB-dependent copper receptor	CDS	0.4636873369734433	0.5713956235680347	2
2290	DN756_21095		site-specific integrase	CDS	0.42688709589588386	0.48708111314735014	2
2291	DN756_21105		AlpA family phage regulatory protein	CDS	0.4682565599693686	0.44924721390240613	2
2292	DN756_21110		hypothetical protein	CDS	0.4390836140605969	0.49327657646258793	2
2293	DN756_01120		pilus assembly protein PilN	CDS	0.44005410427171887	0.5419154173908384	2
2294	DN756_01115		pilus assembly protein HofM	CDS	0.5317525536028299	0.45351724960961576	2
2295	DN756_21140		AAA family ATPase	CDS	0.5019364495225193	0.5082053275958558	2
2296	DN756_21145		trimeric intracellular cation channel family protein	CDS	0.4467487837158575	0.5363020917750526	2
2297	DN756_21100		hypothetical protein	CDS	0.41531786356661826	0.5031382390680345	2
2298	DN756_01270		hypothetical protein	CDS	0.4790629968035917	0.5042102011039381	2
2299	DN756_01230		peptidylprolyl isomerase A	CDS	0.5232837628114414	0.5227471390173313	2
2300	DN756_21030		glycosyltransferase family 2 protein	CDS	0.5408168472785038	0.48715985547123186	2
2301	DN756_20955		serine O-acetyltransferase	CDS	0.5268157872967002	0.4421769675029727	2
2302	DN756_20960		hypothetical protein	CDS	0.5467896569637247	0.43279322097691275	2
2303	DN756_20970		protein-export protein SecB	CDS	0.5406494858587851	0.4952172262994317	2
2304	DN756_20975		glutaredoxin 3	CDS	0.5454036570711415	0.5042218652514132	2
2305	DN756_20980		rhodanese-like domain-containing protein	CDS	0.506850907893687	0.5456545672521138	2
2306	DN756_01255		cAMP-activated global transcriptional regulator CRP	CDS	0.4645338197319961	0.5597744955140525	2
2307	DN756_01235		DUF853 family protein	CDS	0.5044493058120273	0.49622047043798345	2
2308	DN756_20990	envC	murein hydrolase activator EnvC	CDS	0.5685312581429521	0.39395386056841536	2
2309	DN756_01250		hypothetical protein	CDS	0.432352106487293	0.5654059902862432	2
2310	DN756_01245		aspartate aminotransferase family protein	CDS	0.46490879817007075	0.49377571419636174	2
2311	DN756_01240		aminodeoxychorismate synthase component II	CDS	0.46491215538211994	0.4442941416183168	2
2312	DN756_21015	rfaF	ADP-heptose--LPS heptosyltransferase RfaF	CDS	0.5264520198937765	0.47578412540208415	2
2313	DN756_21020	rfaC	lipopolysaccharide heptosyltransferase RfaC	CDS	0.5126863210163767	0.4881344169800348	2
2314	DN756_21025		3-deoxy-D-manno-octulosonic acid transferase	CDS	0.5000341666707508	0.47372408716714837	2
2315	DN756_20995		divergent polysaccharide deacetylase family protein	CDS	0.5441508967337423	0.42872494894856256	2
2316	DN756_01345		YheV family putative metal-binding protein	CDS	0.4986512892525783	0.5539904824657513	2
2317	DN756_20740		met repressor	CDS	0.48915915056696985	0.5092017081764272	2
2318	DN756_01365		FKBP-type peptidyl-prolyl cis-trans isomerase	CDS	0.4219543079828578	0.432882424454446	2
2319	DN756_01710	tuf	elongation factor Tu	CDS	0.46583935578030844	0.46777436967889563	2
2320	DN756_01685		GNAT family N-acetyltransferase	CDS	0.47320302814196347	0.5029841030548511	2
2321	DN756_20420		glutaminyl-peptide cyclotransferase	CDS	0.44146303699002293	0.3803023519501097	2
2322	DN756_01670		UDP-N-acetylmuramate dehydrogenase	CDS	0.5231284156738606	0.5045917741001483	2
2323	DN756_01635		gamma carbonic anhydrase family protein	CDS	0.4863336910950806	0.45448902738647046	2
2324	DN756_20440		fimbrial biogenesis outer membrane usher protein	CDS	0.526174045537048	0.44802482179205216	2
2325	DN756_01715	secE	preprotein translocase subunit SecE	CDS	0.4894177880584244	0.5602473978872535	2
2326	DN756_20445	stbD	fimbrial usher protein StbD	CDS	0.46431653620391156	0.5120612133889899	2
2327	DN756_20465		immunity protein	CDS	0.32912982180669886	0.4552662018183145	2
2328	DN756_20470		colicin	CDS	0.5152534397074857	0.45866177562292415	2
2329	DN756_20475		colicin immunity protein	CDS	0.5764073421743845	0.4428615376456548	2
2330	DN756_01630		shikimate dehydrogenase	CDS	0.49109611924056734	0.5070725626137932	2
2331	DN756_01625	tsaC	L-threonylcarbamoyladenylate synthase type 1 TsaC	CDS	0.4244280532874649	0.5213425653220669	2
2332	DN756_20490	ilvY	HTH-type transcriptional activator IlvY	CDS	0.4534795832953618	0.4789150224564092	2
2333	DN756_20450		molecular chaperone	CDS	0.4402258887080653	0.4458984327092787	2
2334	DN756_01620		hypothetical protein	CDS	0.43607751040451526	0.49940352846296715	2
2335	DN756_01760	thiH	2-iminoacetate synthase ThiH	CDS	0.508983258536314	0.5413868809393176	2
2336	DN756_20385	rho	transcription termination factor Rho	CDS	0.42087807401080557	0.5413153251214249	2
2337	DN756_20285		uroporphyrinogen-III C-methyltransferase	CDS	0.5361413387473306	0.5057200997384053	2
2338	DN756_01920	lysC	lysine-sensitive aspartokinase 3	CDS	0.4565679425386248	0.47326362197090655	2
2339	DN756_01915		hypothetical protein	CDS	0.44438403929913184	0.43621049818676255	2
2340	DN756_01910		methionine synthase	CDS	0.5386733987418545	0.5079740136365137	2
2341	DN756_01905	iclR	acetate operon transcriptional repressor IclR	CDS	0.42500412479929284	0.6027927170815677	2
2342	DN756_01900		bifunctional isocitrate dehydrogenase kinase/phosphatase	CDS	0.5297270275871777	0.5249384640568995	2
2343	DN756_20390	trxA	thioredoxin TrxA	CDS	0.4612585381557939	0.4476453420275907	2
2344	DN756_01825		DUF1481 domain-containing protein	CDS	0.514422585357434	0.4044011225282315	2
2345	DN756_01810		deoxyribonuclease V	CDS	0.562689883810359	0.4631114234942554	2
2346	DN756_01800		hypothetical protein	CDS	0.5026450206019902	0.5154317945720095	2
2347	DN756_01795		NAD(+) diphosphatase	CDS	0.47497313270796426	0.5349402091653401	2
2348	DN756_20370		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	CDS	0.5223066840217273	0.5270796157347178	2
2349	DN756_01790		sigma D regulator	CDS	0.42153831328166813	0.5661902362683635	2
2350	DN756_20380		undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase	CDS	0.4775624740841999	0.5318825648160139	2
2351	DN756_01815		DUF416 family protein	CDS	0.5161570606913846	0.5009394124635393	2
2352	DN756_01615		DUF494 domain-containing protein	CDS	0.4672179607252449	0.5481656690851452	2
2353	DN756_01605		peptide deformylase	CDS	0.4679882938847592	0.48130793011845463	2
2354	DN756_20510	ilvA	threonine ammonia-lyase, biosynthetic	CDS	0.5408130848034062	0.4968514334143945	2
2355	DN756_20660		dihydrolipoyl dehydrogenase	CDS	0.49134684031300263	0.45299351661897347	2
2356	DN756_20665		energy transducer TonB	CDS	0.4968147918976886	0.39918996865988193	2
2357	DN756_20670		HlyD family type I secretion periplasmic adaptor subunit	CDS	0.42084304316619897	0.4701978931075218	2
2358	DN756_20675		type I secretion system permease/ATPase	CDS	0.4473827728593535	0.3980841074020137	2
2359	DN756_20680		heme acquisition hemophore HasA	CDS	0.4734051843171494	0.5354340951716575	2
2360	DN756_20690		argininosuccinate lyase	CDS	0.4924255719677599	0.5282544312861364	2
2361	DN756_01425		bacterioferritin-associated ferredoxin	CDS	0.446514391984935	0.5159270644716778	2
2362	DN756_20695	argB	acetylglutamate kinase	CDS	0.44491582633587173	0.5561654464008654	2
2363	DN756_20705		acetylornithine deacetylase	CDS	0.4275075162464348	0.5062517108593856	2
2364	DN756_20710		phosphoenolpyruvate carboxylase	CDS	0.5106290326348965	0.5437500457216272	2
2365	DN756_01385		sulfurtransferase TusB	CDS	0.4383603861607751	0.4812419022850642	2
2366	DN756_01380	tusC	sulfurtransferase complex subunit TusC	CDS	0.4877421912548499	0.5021797115864478	2
2367	DN756_01375	tusD	sulfurtransferase complex subunit TusD	CDS	0.518301473434971	0.4699911093411996	2
2368	DN756_01370		DNA-binding protein	CDS	0.498582541455766	0.5277511763567796	2
2369	DN756_20700		N-acetyl-gamma-glutamyl-phosphate reductase	CDS	0.4254718938440224	0.5456487026162674	2
2370	DN756_20650	oxyR	DNA-binding transcriptional regulator OxyR	CDS	0.4634011052744627	0.4041617130404033	2
2371	DN756_20645		Si-specific NAD(P)(+) transhydrogenase	CDS	0.42688094750736216	0.4459021531300182	2
2372	DN756_20640	fabR	HTH-type transcriptional repressor FabR	CDS	0.4996453085374368	0.49017056760258204	2
2373	DN756_20515		dihydroxy-acid dehydratase	CDS	0.47757298347937244	0.5208533154140618	2
2374	DN756_20520		branched-chain amino acid transaminase	CDS	0.47475448407117965	0.47462795983679085	2
2375	DN756_20525		acetolactate synthase 2 small subunit	CDS	0.5265379787946498	0.5173919431343919	2
2376	DN756_20530		acetolactate synthase 2 catalytic subunit	CDS	0.5048290442470836	0.48865310064184375	2
2377	DN756_01600		methionyl-tRNA formyltransferase	CDS	0.43978176940840963	0.47494400201787695	2
2378	DN756_01595		16S rRNA m5C967 methyltransferase	CDS	0.4755179004473345	0.5264430719071244	2
2379	DN756_20550		DUF413 domain-containing protein	CDS	0.4876371531271159	0.4908037979920738	2
2380	DN756_20555		transcriptional regulator	CDS	0.4644853626100861	0.44909661001883716	2
2381	DN756_20560	yjfF	sugar ABC transporter permease YjfF	CDS	0.5422646239829826	0.4891179278014499	2
2382	DN756_01590	trkA	Trk system potassium transporter TrkA	CDS	0.48131024491583896	0.4906192428508215	2
2383	DN756_20570		sugar ABC transporter ATP-binding protein	CDS	0.5173815653058438	0.5183245651727979	2
2384	DN756_01585		large conductance mechanosensitive channel protein MscL	CDS	0.4943824153408346	0.46118068718089333	2
2385	DN756_01575	zntR	Zn(2+)-responsive transcriptional regulator	CDS	0.43674246047556786	0.5166349796923739	2
2386	DN756_20630	trmA	tRNA (uridine(54)-C5)-methyltransferase TrmA	CDS	0.46503419872447016	0.5568076841831662	2
2387	DN756_20635		YijD family membrane protein	CDS	0.4922107547809749	0.5589992111727383	2
2388	DN756_21150		DNA ligase B	CDS	0.5385632162145606	0.46948942733736493	2
2389	DN756_21155		guanylate kinase	CDS	0.4966861711274946	0.525243238823648	2
2390	DN756_21160		DNA-directed RNA polymerase subunit omega	CDS	0.4894001221152085	0.49967004359866674	2
2391	DN756_21165		bifunctional GTP diphosphokinase/guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	CDS	0.5269467021024415	0.5069327583396731	2
2392	DN756_00460		ABC transporter substrate-binding protein	CDS	0.4527071253818757	0.46228906912679996	2
2393	DN756_00455		hypothetical protein	CDS	0.6086498100105517	0.417937134218875	2
2394	DN756_00450		ShlB/FhaC/HecB family hemolysin secretion/activation protein	CDS	0.40297063357629637	0.4859689771626374	2
2395	DN756_00430	uhpB	signal transduction histidine-protein kinase/phosphatase UhpB	CDS	0.5288723693210573	0.47785482295044784	2
2396	DN756_00420		kdo(2)-lipid A phosphoethanolamine 7''-transferase	CDS	0.505693020673024	0.5489536122194726	2
2397	DN756_00415		alpha/beta hydrolase	CDS	0.49446432975543775	0.4834853920850308	2
2398	DN756_00465	dppB	dipeptide ABC transporter permease DppB	CDS	0.5450544800257585	0.4244018634797658	2
2399	DN756_00410		amino acid permease	CDS	0.44173647788963616	0.5772902490353718	2
2400	DN756_00385		EamA/RhaT family transporter	CDS	0.38754449695797877	0.46104987924339375	2
2401	DN756_00380		ATP-grasp domain-containing protein	CDS	0.4317160610187284	0.4415785236335862	2
2402	DN756_00375		siderophore ABC transporter substrate-binding protein	CDS	0.4241802310475117	0.48971609080804035	2
2403	DN756_00370		ABC transporter permease	CDS	0.4234256019596748	0.49658878133356976	2
2404	DN756_00365		enterobactin ABC transporter permease	CDS	0.4278716730551164	0.57807866070788	2
2405	DN756_00355		IS3 family transposase	CDS	0.47668273339384276	0.5214922179818056	2
2406	DN756_00400	hutU	urocanate hydratase	CDS	0.477631892234437	0.5434516106019182	2
2407	DN756_00350		SAM-dependent DNA methyltransferase	CDS	0.5353859168156633	0.4560497298050596	2
2408	DN756_21740		type II toxin-antitoxin system ParD family antitoxin	CDS	0.40128344337122657	0.5700327323895376	2
2409	DN756_00480		ABC transporter ATP-binding protein	CDS	0.49075161757699365	0.4772466214134521	2
2410	DN756_00605	rsmJ	16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ	CDS	0.6013593126197608	0.4437588649893197	2
2411	DN756_00600		oligopeptidase A	CDS	0.5230876033216768	0.5190442845370449	2
2412	DN756_00595	rlmJ	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	CDS	0.5053911135546326	0.5028926433250465	2
2413	DN756_00580		hypothetical protein	CDS	0.502657982625529	0.43547776096410273	2
2414	DN756_00570		glycerate kinase	CDS	0.4838656785984928	0.4859894530801936	2
2415	DN756_00555		DUF3289 family protein	CDS	0.5263357720301061	0.4661869764859128	2
2416	DN756_00470	dppC	dipeptide ABC transporter permease DppC	CDS	0.527774095665401	0.5127039600815801	2
2417	DN756_00545	yhjD	inner membrane protein YhjD	CDS	0.4863694732006088	0.35073190050288744	2
2418	DN756_00535		AsmA family protein	CDS	0.48531924256967796	0.5228377041533063	2
2419	DN756_00525		4-oxalocrotonate tautomerase family protein	CDS	0.5341309884842291	0.4436244000669647	2
2420	DN756_00515		insulinase family protein	CDS	0.46996835739141357	0.482347801805682	2
2421	DN756_00510		dicarboxylate/amino acid:cation symporter	CDS	0.47910622880715525	0.5411729941337025	2
2422	DN756_00490	hmsP	biofilm formation regulator HmsP	CDS	0.46967093433612683	0.46676935570295364	2
2423	DN756_00485		cellulase	CDS	0.4899547011867496	0.44750203248955783	2
2424	DN756_00540		CDP-diacylglycerol diphosphatase	CDS	0.5015736799834308	0.33533171277715684	2
2425	DN756_00345		DUF262 domain-containing protein	CDS	0.4988778864156459	0.45796607629182523	2
2426	DN756_00330		DUF4102 domain-containing protein	CDS	0.5298349110810934	0.5039080246003783	2
2427	DN756_00320		sugar ABC transporter permease	CDS	0.4915256782495963	0.5080899102300706	2
2428	DN756_00155		PTS mannitol transporter subunit IICBA	CDS	0.5387118574608524	0.49453210975206946	2
2429	DN756_00125	tag	DNA-3-methyladenine glycosylase I	CDS	0.5048157514320183	0.5375727879886633	2
2430	DN756_00120		N-acetyltransferase	CDS	0.4514423013536697	0.5064903640775793	2
2431	DN756_00115		OmpA family lipoprotein	CDS	0.5340397026404909	0.47554410076596165	2
2432	DN756_00110		hypothetical protein	CDS	0.39677361373124603	0.44377752148978794	2
2433	DN756_00105		transcriptional regulator	CDS	0.4400235327626374	0.4151396084871254	2
2434	DN756_00175		hypothetical protein	CDS	0.41662588074228324	0.4071171370868205	2
2435	DN756_00100		bifunctional glyoxylate/hydroxypyruvate reductase B	CDS	0.4758164996314209	0.46497673010168733	2
2436	DN756_00065	ibpB	heat shock chaperone IbpB	CDS	0.45920186323744094	0.44639680265363973	2
2437	DN756_00050		DUF3748 domain-containing protein	CDS	0.5138986905450138	0.46873991819357036	2
2438	DN756_00045		threonine/serine dehydratase	CDS	0.4784094658008705	0.5049398413810203	2
2439	DN756_00040		ornithine cyclodeaminase family protein	CDS	0.49187154877511663	0.4768078605855071	2
2440	DN756_00035		hypothetical protein	CDS	0.47674987219774606	0.40537779938178564	2
2441	DN756_00030		sugar-phosphatase	CDS	0.48598920083612573	0.5449058834355697	2
2442	DN756_00075		valine--pyruvate transaminase	CDS	0.4558404077587058	0.48781090821041345	2
2443	DN756_00190		superoxide dismutase [Mn]	CDS	0.5481182456429318	0.37345902973908207	2
2444	DN756_00195		sulfurtransferase FdhD	CDS	0.48494323239522635	0.4832873109452378	2
2445	DN756_00200		sulfate ABC transporter substrate-binding protein	CDS	0.4842230267101716	0.4936512140147228	2
2446	DN756_00315		xylose ABC transporter ATP-binding protein	CDS	0.5027775782020527	0.5176331270224688	2
2447	DN756_00300	xylB	xylulokinase	CDS	0.5072679115609985	0.5162417344164123	2
2448	DN756_00295		fimbrial protein	CDS	0.6272486642202535	0.367043397984628	2
2449	DN756_00285		fimbrial biogenesis outer membrane usher protein	CDS	0.47884717641285074	0.5109874658890954	2
2450	DN756_00280		fimbrial protein	CDS	0.6168197693636465	0.32144572710644403	2
2451	DN756_00275		acyltransferase	CDS	0.44482478727142716	0.5155879836274356	2
2452	DN756_00270		hypothetical protein	CDS	0.5231450073411102	0.4754647775198088	2
2453	DN756_00265		transposase	CDS	0.49296247975823465	0.48295569962396	2
2454	DN756_00255		hypothetical protein	CDS	0.4853498025722525	0.3938620919648269	2
2455	DN756_00245		DUF4225 domain-containing protein	CDS	0.5928315654149169	0.4118847412182022	2
2456	DN756_00240		hypothetical protein	CDS	0.5480817347479637	0.39788384060932036	2
2457	DN756_00235		Tn3 family transposase	CDS	0.408982169148082	0.4007601895907646	2
2458	DN756_00225		L-selenocysteinyl-tRNA(Sec) synthase	CDS	0.506596013917196	0.520062528995406	2
